InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,Total,Date,Time,Payment,Rating, Revwithout tax, MonthName,DayOfWeek,HourOfDay,ProfitEstimate,tax, total
146-71-7617,A,Yangon,Normal,Male,Sports and travel,36.55,1.00,1.83,38.38,2019-06-02,12:30,Credit card,5.30,36.55,June,Sunday,12,10.965,1.8275,47.515
531-94-8421,B,Mandalay,Normal,Male,Home and lifestyle,53.74,2.00,5.37,112.85,2019-06-03,10:16,Cash,9.20,107.48,June,Monday,10,32.244,5.374,139.724
833-32-6881,B,Mandalay,Member,Male,Sports and travel,61.95,1.00,3.10,65.05,2019-06-04,19:18,Ewallet,5.50,61.95,June,Tuesday,19,18.585,3.0975,80.535
621-78-3849,A,Yangon,Member,Female,Electronic accessories,13.94,4.00,2.79,58.55,2019-06-05,13:22,Ewallet,5.60,55.76,June,Wednesday,13,16.728,2.788,72.488
279-19-7905,B,Mandalay,Normal,Female,Electronic accessories,21.07,4.00,4.21,88.49,2019-06-06,15:12,Credit card,4.00,84.28,June,Thursday,15,25.284,4.214,109.564
758-67-5611,B,Mandalay,Member,Male,Home and lifestyle,60.28,7.00,21.10,443.06,2019-06-07,18:19,Ewallet,9.20,421.96,June,Friday,18,126.588,21.098,548.548
115-33-9527,C,Naypyitaw,Normal,Male,Health and Beauty,40.89,9.00,18.40,386.41,2019-06-08,10:04,Credit card,8.80,368.01,June,Saturday,10,110.403,18.4005,478.413
858-11-7303,B,Mandalay,Member,Male,Food and beverages,75.63,9.00,34.03,714.70,2019-06-09,16:28,Cash,7.80,680.67,June,Sunday,16,204.201,34.0335,884.871
574-93-2687,B,Mandalay,Normal,Female,Sports and travel,68.71,5.00,17.18,360.73,2019-06-10,13:24,Cash,8.50,343.55,June,Monday,13,103.065,17.1775,446.615
789-44-3427,B,Mandalay,Normal,Male,Electronic accessories,86.10,1.00,4.30,90.40,2019-06-11,13:01,Credit card,4.90,86.1,June,Tuesday,13,25.83,4.305,111.93
644-42-6052,C,Naypyitaw,Member,Male,Health and Beauty,72.32,1.00,3.62,75.94,2019-06-12,20:04,Credit card,6.70,72.32,June,Wednesday,20,21.696,3.616,94.016
790-52-6732,A,Yangon,Member,Female,Home and lifestyle,48.69,6.00,14.61,306.75,2019-06-13,19:26,Ewallet,6.10,292.14,June,Thursday,19,87.642,14.607,379.782
367-76-6536,C,Naypyitaw,Normal,Female,Baby care,70.57,2.00,7.06,148.20,2019-06-14,16:07,Cash,4.60,141.14,June,Friday,16,42.342,7.057,183.482
267-83-2066,C,Naypyitaw,Normal,Male,Fashion accessories,34.78,8.00,13.91,292.15,2019-06-15,14:00,Credit card,6.90,278.24,June,Saturday,14,83.472,13.912,361.712
655-38-5107,A,Yangon,Member,Male,Baby care,37.57,9.00,16.91,355.04,2019-06-16,11:43,Cash,9.50,338.13,June,Sunday,11,101.439,16.9065,439.569
706-55-9945,C,Naypyitaw,Member,Male,Baby care,81.01,4.00,16.20,340.24,2019-06-17,14:31,Credit card,4.20,324.04,June,Monday,14,97.212,16.202,421.252
134-96-9967,A,Yangon,Normal,Female,Electronic accessories,50.18,5.00,12.55,263.45,2019-06-18,18:38,Cash,5.70,250.9,June,Tuesday,18,75.27,12.545,326.17
704-35-1417,C,Naypyitaw,Member,Male,Home and lifestyle,81.85,8.00,32.74,687.54,2019-06-19,13:23,Ewallet,5.20,654.8,June,Wednesday,13,196.44,32.74,851.24
214-16-4267,A,Yangon,Normal,Male,Sports and travel,84.02,3.00,12.60,264.66,2019-06-20,18:28,Cash,5.40,252.06,June,Thursday,18,75.618,12.603,327.678
925-84-1412,B,Mandalay,Normal,Male,Baby care,87.18,5.00,21.80,457.70,2019-06-21,13:25,Cash,9.50,435.9,June,Friday,13,130.77,21.795,566.67
475-45-1728,C,Naypyitaw,Normal,Female,Baby care,92.50,3.00,13.88,291.38,2019-06-22,10:19,Cash,6.80,277.5,June,Saturday,10,83.25,13.875,360.75
376-45-6988,C,Naypyitaw,Normal,Female,Food and beverages,48.79,3.00,7.32,153.69,2019-06-23,10:00,Cash,6.80,146.37,June,Sunday,10,43.911,7.3185,190.281
556-33-3786,C,Naypyitaw,Member,Male,Electronic accessories,38.70,3.00,5.81,121.91,2019-06-24,17:52,Cash,8.60,116.1,June,Monday,17,34.83,5.805,150.93
788-45-6073,C,Naypyitaw,Member,Male,Electronic accessories,62.40,7.00,21.84,458.64,2019-06-25,08:16,Ewallet,4.90,436.8,June,Tuesday,8,131.04,21.84,567.84
195-33-7806,B,Mandalay,Member,Female,Sports and travel,43.41,7.00,15.19,319.06,2019-06-26,09:28,Credit card,6.90,303.87,June,Wednesday,9,91.161,15.1935,395.031
289-46-4440,C,Naypyitaw,Member,Female,Fashion accessories,64.10,7.00,22.44,471.14,2019-06-27,11:05,Cash,6.60,448.7,June,Thursday,11,134.61,22.435,583.31
794-22-3914,B,Mandalay,Member,Female,Health and Beauty,73.50,8.00,29.40,617.40,2019-06-28,15:28,Ewallet,7.60,588,June,Friday,15,176.4,29.4,764.4
972-39-9787,B,Mandalay,Member,Female,Food and beverages,71.96,5.00,17.99,377.79,2019-06-29,10:32,Cash,10.00,359.8,June,Saturday,10,107.94,17.99,467.74
979-98-2365,B,Mandalay,Member,Female,Electronic accessories,43.71,5.00,10.93,229.48,2019-06-30,10:59,Cash,8.60,218.55,June,Sunday,10,65.565,10.9275,284.115
496-68-8186,B,Mandalay,Normal,Female,Food and beverages,25.02,4.00,5.00,105.08,2019-07-01,10:04,Credit card,6.40,100.08,July,Monday,10,30.024,5.004,130.104
276-21-8400,A,Yangon,Member,Female,Electronic accessories,48.75,7.00,17.06,358.31,2019-07-02,18:43,Cash,9.00,341.25,July,Tuesday,18,102.375,17.0625,443.625
175-18-3502,A,Yangon,Member,Female,Food and beverages,22.83,4.00,4.57,95.89,2019-07-03,19:19,Ewallet,5.00,91.32,July,Wednesday,19,27.396,4.566,118.716
895-87-3782,C,Naypyitaw,Normal,Female,Home and lifestyle,90.11,2.00,9.01,189.23,2019-07-04,20:19,Ewallet,4.20,180.22,July,Thursday,20,54.066,9.011,234.286
483-61-5946,A,Yangon,Member,Male,Baby care,41.13,4.00,8.23,172.75,2019-07-05,16:38,Credit card,5.20,164.52,July,Friday,16,49.356,8.226,213.876
605-25-5980,A,Yangon,Member,Male,Electronic accessories,23.90,8.00,9.56,200.76,2019-07-06,11:50,Cash,6.00,191.2,July,Saturday,11,57.36,9.56,248.56
168-21-8192,C,Naypyitaw,Normal,Male,Food and beverages,12.29,9.00,5.53,116.14,2019-07-07,13:18,Ewallet,7.10,110.61,July,Sunday,13,33.183,5.5305,143.793
990-94-8651,C,Naypyitaw,Member,Female,Health and Beauty,68.12,3.00,10.22,214.58,2019-07-08,13:26,Cash,7.70,204.36,July,Monday,13,61.308,10.218,265.668
664-32-2167,C,Naypyitaw,Member,Male,Home and lifestyle,67.32,7.00,23.56,494.80,2019-07-09,20:42,Cash,9.50,471.24,July,Tuesday,20,141.372,23.562,612.612
668-48-3156,A,Yangon,Member,Female,Home and lifestyle,40.65,9.00,18.29,384.14,2019-07-10,20:12,Cash,7.10,365.85,July,Wednesday,20,109.755,18.2925,475.605
792-51-6305,A,Yangon,Normal,Female,Health and Beauty,16.45,4.00,3.29,69.09,2019-07-11,19:56,Credit card,7.00,65.8,July,Thursday,19,19.74,3.29,85.54
497-14-8330,C,Naypyitaw,Member,Male,Food and beverages,46.87,3.00,7.03,147.64,2019-07-12,13:27,Cash,4.30,140.61,July,Friday,13,42.183,7.0305,182.793
314-84-7801,B,Mandalay,Member,Female,Sports and travel,38.01,5.00,9.50,199.55,2019-07-13,11:46,Ewallet,4.20,190.05,July,Saturday,11,57.015,9.5025,247.065
850-85-8241,C,Naypyitaw,Normal,Male,Health and Beauty,70.94,1.00,3.55,74.49,2019-07-14,12:44,Cash,7.30,70.94,July,Sunday,12,21.282,3.547,92.222
591-26-2542,B,Mandalay,Member,Male,Food and beverages,64.52,3.00,9.68,203.24,2019-07-15,13:42,Ewallet,6.60,193.56,July,Monday,13,58.068,9.678,251.628
273-22-2191,B,Mandalay,Normal,Male,Health and Beauty,42.81,8.00,17.12,359.60,2019-07-16,10:07,Cash,9.00,342.48,July,Tuesday,10,102.744,17.124,445.224
269-18-7938,C,Naypyitaw,Normal,Female,Health and Beauty,29.61,8.00,11.84,248.72,2019-07-17,11:07,Ewallet,5.00,236.88,July,Wednesday,11,71.064,11.844,307.944
733-75-2540,C,Naypyitaw,Member,Male,Electronic accessories,98.92,4.00,19.78,415.46,2019-07-18,17:25,Ewallet,4.10,395.68,July,Thursday,17,118.704,19.784,514.384
128-46-6541,C,Naypyitaw,Normal,Female,Food and beverages,50.86,2.00,5.09,106.81,2019-07-19,10:25,Cash,6.70,101.72,July,Friday,10,30.516,5.086,132.236
438-17-2365,A,Yangon,Normal,Male,Sports and travel,71.94,8.00,28.78,604.30,2019-07-20,14:42,Cash,5.40,575.52,July,Saturday,14,172.656,28.776,748.176
599-26-9702,B,Mandalay,Member,Male,Baby care,22.65,8.00,9.06,190.26,2019-07-21,20:27,Ewallet,4.30,181.2,July,Sunday,20,54.36,9.06,235.56
426-98-2324,A,Yangon,Normal,Male,Electronic accessories,53.70,4.00,10.74,225.54,2019-07-22,16:19,Credit card,8.30,214.8,July,Monday,16,64.44,10.74,279.24
231-45-4141,A,Yangon,Normal,Female,Health and Beauty,12.48,3.00,1.87,39.31,2019-07-23,15:18,Cash,4.70,37.44,July,Tuesday,15,11.232,1.872,48.672
351-40-2810,C,Naypyitaw,Member,Female,Baby care,55.49,2.00,5.55,116.53,2019-07-24,14:50,Credit card,7.60,110.98,July,Wednesday,14,33.294,5.549,144.274
544-63-5186,A,Yangon,Member,Female,Fashion accessories,96.76,9.00,43.54,914.38,2019-07-25,19:14,Cash,5.70,870.84,July,Thursday,19,261.252,43.542,1132.092
813-28-5268,C,Naypyitaw,Member,Male,Baby care,44.58,1.00,2.23,46.81,2019-07-26,14:13,Cash,5.00,44.58,July,Friday,14,13.374,2.229,57.954
752-67-7619,B,Mandalay,Normal,Male,Health and Beauty,13.51,7.00,4.73,99.30,2019-07-27,18:25,Cash,6.30,94.57,July,Saturday,18,28.371,4.7285,122.941
555-70-4072,C,Naypyitaw,Member,Female,Health and Beauty,12.79,5.00,3.20,67.15,2019-07-28,17:26,Cash,8.80,63.95,July,Sunday,17,19.185,3.1975,83.135
486-86-1504,A,Yangon,Normal,Female,Food and beverages,44.92,8.00,17.97,377.33,2019-07-29,18:37,Credit card,6.40,359.36,July,Monday,18,107.808,17.968,467.168
290-34-1823,A,Yangon,Normal,Female,Food and beverages,24.40,4.00,4.88,102.48,2019-07-30,09:42,Cash,8.50,97.6,July,Tuesday,9,29.28,4.88,126.88
216-15-3105,C,Naypyitaw,Normal,Female,Electronic accessories,12.10,7.00,4.24,88.94,2019-07-31,10:05,Ewallet,4.80,84.7,July,Wednesday,10,25.41,4.235,110.11
655-54-7316,C,Naypyitaw,Normal,Female,Sports and travel,78.06,5.00,19.52,409.82,2019-08-01,11:37,Ewallet,8.60,390.3,August,Thursday,11,117.09,19.515,507.39
928-56-5175,A,Yangon,Normal,Female,Electronic accessories,51.27,5.00,12.82,269.17,2019-08-02,08:41,Credit card,5.40,256.35,August,Friday,8,76.905,12.8175,333.255
985-94-6348,B,Mandalay,Normal,Male,Home and lifestyle,36.03,9.00,16.21,340.48,2019-08-03,19:00,Cash,8.10,324.27,August,Saturday,19,97.281,16.2135,421.551
775-28-7190,B,Mandalay,Normal,Female,Health and Beauty,91.01,9.00,40.95,860.04,2019-08-04,10:39,Ewallet,7.40,819.09,August,Sunday,10,245.727,40.9545,1064.817
332-58-6645,C,Naypyitaw,Member,Male,Baby care,20.45,9.00,9.20,193.25,2019-08-05,15:58,Credit card,9.60,184.05,August,Monday,15,55.215,9.2025,239.265
242-40-4584,B,Mandalay,Member,Male,Fashion accessories,96.03,6.00,28.81,604.99,2019-08-06,11:53,Cash,6.30,576.18,August,Tuesday,11,172.854,28.809,749.034
472-63-9053,A,Yangon,Normal,Female,Health and Beauty,38.26,6.00,11.48,241.04,2019-08-07,15:06,Ewallet,4.40,229.56,August,Wednesday,15,68.868,11.478,298.428
358-25-9662,C,Naypyitaw,Normal,Female,Health and Beauty,89.96,5.00,22.49,472.29,2019-08-08,18:38,Ewallet,4.10,449.8,August,Thursday,18,134.94,22.49,584.74
111-83-6063,A,Yangon,Member,Male,Electronic accessories,64.26,9.00,28.92,607.26,2019-08-09,20:03,Credit card,9.00,578.34,August,Friday,20,173.502,28.917,751.842
457-85-8575,A,Yangon,Normal,Female,Fashion accessories,84.40,8.00,33.76,708.96,2019-08-10,16:11,Cash,7.10,675.2,August,Saturday,16,202.56,33.76,877.76
767-17-7819,B,Mandalay,Member,Female,Fashion accessories,98.56,7.00,34.50,724.42,2019-08-11,17:37,Cash,8.70,689.92,August,Sunday,17,206.976,34.496,896.896
189-17-3745,C,Naypyitaw,Member,Male,Fashion accessories,35.96,7.00,12.59,264.31,2019-08-12,19:42,Ewallet,5.40,251.72,August,Monday,19,75.516,12.586,327.236
415-59-1539,C,Naypyitaw,Member,Male,Electronic accessories,96.50,6.00,28.95,607.95,2019-08-13,10:52,Ewallet,6.10,579,August,Tuesday,10,173.7,28.95,752.7
831-50-5835,B,Mandalay,Normal,Male,Health and Beauty,45.05,5.00,11.26,236.51,2019-08-14,12:45,Ewallet,4.20,225.25,August,Wednesday,12,67.575,11.2625,292.825
803-36-8102,A,Yangon,Normal,Female,Electronic accessories,44.70,4.00,8.94,187.74,2019-08-15,12:23,Cash,9.80,178.8,August,Thursday,12,53.64,8.94,232.44
244-82-7132,A,Yangon,Member,Male,Food and beverages,40.63,3.00,6.09,127.98,2019-08-16,16:12,Credit card,8.00,121.89,August,Friday,16,36.567,6.0945,158.457
823-86-3779,A,Yangon,Member,Female,Food and beverages,58.73,3.00,8.81,185.00,2019-08-17,16:53,Credit card,9.60,176.19,August,Saturday,16,52.857,8.8095,229.047
851-38-2581,A,Yangon,Member,Male,Electronic accessories,23.87,6.00,7.16,150.38,2019-08-18,13:56,Cash,5.60,143.22,August,Sunday,13,42.966,7.161,186.186
646-15-6713,C,Naypyitaw,Member,Male,Fashion accessories,59.83,4.00,11.97,251.29,2019-08-19,11:53,Credit card,7.70,239.32,August,Monday,11,71.796,11.966,311.116
982-78-2838,C,Naypyitaw,Member,Male,Health and Beauty,58.75,6.00,17.62,370.12,2019-08-20,11:10,Ewallet,8.10,352.5,August,Tuesday,11,105.75,17.625,458.25
549-19-3871,B,Mandalay,Normal,Female,Electronic accessories,78.57,3.00,11.79,247.50,2019-08-21,08:06,Credit card,5.90,235.71,August,Wednesday,8,70.713,11.7855,306.423
897-14-2015,B,Mandalay,Member,Female,Electronic accessories,85.03,4.00,17.01,357.13,2019-08-22,17:10,Credit card,9.10,340.12,August,Thursday,17,102.036,17.006,442.156
900-74-3193,C,Naypyitaw,Normal,Male,Electronic accessories,49.64,9.00,22.34,469.10,2019-08-23,19:53,Credit card,9.70,446.76,August,Friday,19,134.028,22.338,580.788
323-58-8449,C,Naypyitaw,Member,Male,Home and lifestyle,37.21,5.00,9.30,195.35,2019-08-24,16:22,Ewallet,9.30,186.05,August,Saturday,16,55.815,9.3025,241.865
162-98-4925,A,Yangon,Normal,Male,Food and beverages,33.34,7.00,11.67,245.05,2019-08-25,20:22,Cash,8.40,233.38,August,Sunday,20,70.014,11.669,303.394
926-36-5784,A,Yangon,Normal,Female,Baby care,27.52,2.00,2.75,57.79,2019-08-26,09:27,Ewallet,5.70,55.04,August,Monday,9,16.512,2.752,71.552
560-42-2633,B,Mandalay,Normal,Male,Fashion accessories,15.19,5.00,3.80,79.75,2019-08-27,18:46,Cash,5.70,75.95,August,Tuesday,18,22.785,3.7975,98.735
204-10-1404,C,Naypyitaw,Normal,Female,Sports and travel,40.82,9.00,18.37,385.75,2019-08-28,16:25,Cash,9.80,367.38,August,Wednesday,16,110.214,18.369,477.594
922-15-3000,B,Mandalay,Normal,Male,Baby care,34.32,3.00,5.15,108.11,2019-08-29,16:53,Cash,4.10,102.96,August,Thursday,16,30.888,5.148,133.848
808-14-6989,C,Naypyitaw,Normal,Male,Fashion accessories,96.98,9.00,43.64,916.46,2019-08-30,20:18,Credit card,8.30,872.82,August,Friday,20,261.846,43.641,1134.666
870-62-8190,A,Yangon,Member,Male,Sports and travel,60.19,6.00,18.06,379.20,2019-08-31,08:35,Credit card,8.20,361.14,August,Saturday,8,108.342,18.057,469.482
664-46-5809,B,Mandalay,Normal,Male,Home and lifestyle,41.25,4.00,8.25,173.25,2019-09-01,10:29,Cash,7.70,165,September,Sunday,10,49.5,8.25,214.5
557-92-8245,B,Mandalay,Member,Male,Electronic accessories,62.24,7.00,21.78,457.46,2019-09-02,19:16,Cash,9.90,435.68,September,Monday,19,130.704,21.784,566.384
556-10-5780,C,Naypyitaw,Normal,Male,Home and lifestyle,22.53,8.00,9.01,189.25,2019-09-03,10:15,Credit card,5.90,180.24,September,Tuesday,10,54.072,9.012,234.312
816-13-6565,A,Yangon,Normal,Female,Home and lifestyle,49.96,6.00,14.99,314.75,2019-09-04,11:28,Ewallet,6.00,299.76,September,Wednesday,11,89.928,14.988,389.688
548-41-4419,B,Mandalay,Member,Male,Baby care,66.36,5.00,16.59,348.39,2019-09-05,20:14,Cash,4.50,331.8,September,Thursday,20,99.54,16.59,431.34
194-81-1249,A,Yangon,Normal,Female,Health and Beauty,54.00,6.00,16.20,340.20,2019-09-06,15:24,Ewallet,6.70,324,September,Friday,15,97.2,16.2,421.2
773-63-1770,B,Mandalay,Member,Male,Baby care,46.16,5.00,11.54,242.34,2019-09-07,10:37,Credit card,5.60,230.8,September,Saturday,10,69.24,11.54,300.04
990-59-5363,A,Yangon,Member,Male,Food and beverages,99.45,8.00,39.78,835.38,2019-09-08,17:58,Cash,6.10,795.6,September,Sunday,17,238.68,39.78,1034.28
153-14-8901,C,Naypyitaw,Member,Female,Sports and travel,89.23,1.00,4.46,93.69,2019-09-09,12:53,Ewallet,9.00,89.23,September,Monday,12,26.769,4.4615,115.999
862-66-7544,B,Mandalay,Member,Male,Electronic accessories,66.11,7.00,23.14,485.91,2019-09-10,11:57,Ewallet,9.60,462.77,September,Tuesday,11,138.831,23.1385,601.601
723-56-2252,B,Mandalay,Normal,Female,Baby care,61.24,2.00,6.12,128.60,2019-09-11,13:22,Ewallet,5.10,122.48,September,Wednesday,13,36.744,6.124,159.224
952-23-5673,A,Yangon,Normal,Female,Sports and travel,65.86,9.00,29.64,622.38,2019-09-12,16:41,Credit card,6.20,592.74,September,Thursday,16,177.822,29.637,770.562
174-60-7881,A,Yangon,Member,Male,Fashion accessories,28.12,1.00,1.41,29.53,2019-09-13,14:21,Credit card,9.60,28.12,September,Friday,14,8.436,1.406,36.556
905-59-7241,B,Mandalay,Normal,Female,Sports and travel,45.56,6.00,13.67,287.03,2019-09-14,08:17,Ewallet,4.40,273.36,September,Saturday,8,82.008,13.668,355.368
949-39-8002,C,Naypyitaw,Normal,Female,Fashion accessories,13.55,9.00,6.10,128.05,2019-09-15,08:40,Ewallet,4.60,121.95,September,Sunday,8,36.585,6.0975,158.535
534-72-2331,A,Yangon,Member,Male,Baby care,52.80,1.00,2.64,55.44,2019-09-16,17:09,Credit card,5.00,52.8,September,Monday,17,15.84,2.64,68.64
348-47-8648,A,Yangon,Normal,Female,Food and beverages,58.87,4.00,11.77,247.25,2019-09-17,16:06,Ewallet,7.60,235.48,September,Tuesday,16,70.644,11.774,306.124
434-39-5854,A,Yangon,Member,Male,Baby care,30.50,4.00,6.10,128.10,2019-09-18,20:49,Ewallet,4.90,122,September,Wednesday,20,36.6,6.1,158.6
205-60-3180,B,Mandalay,Member,Male,Fashion accessories,96.76,9.00,43.54,914.38,2019-09-19,13:26,Credit card,9.80,870.84,September,Thursday,13,261.252,43.542,1132.092
896-13-1137,B,Mandalay,Normal,Male,Sports and travel,91.85,5.00,22.96,482.21,2019-09-20,11:32,Ewallet,6.70,459.25,September,Friday,11,137.775,22.9625,597.025
283-26-6449,B,Mandalay,Normal,Male,Sports and travel,74.99,5.00,18.75,393.70,2019-09-21,08:43,Ewallet,7.00,374.95,September,Saturday,8,112.485,18.7475,487.435
884-93-5164,B,Mandalay,Normal,Female,Fashion accessories,58.00,6.00,17.40,365.40,2019-09-22,12:59,Ewallet,5.50,348,September,Sunday,12,104.4,17.4,452.4
645-15-6569,C,Naypyitaw,Member,Male,Home and lifestyle,88.30,1.00,4.42,92.72,2019-09-23,09:03,Credit card,6.80,88.3,September,Monday,9,26.49,4.415,114.79
304-52-2906,C,Naypyitaw,Member,Male,Food and beverages,21.76,1.00,1.09,22.85,2019-09-24,08:03,Ewallet,8.00,21.76,September,Tuesday,8,6.528,1.088,28.288
210-32-8350,B,Mandalay,Normal,Female,Health and Beauty,81.15,9.00,36.52,766.87,2019-09-25,18:53,Credit card,8.50,730.35,September,Wednesday,18,219.105,36.5175,949.455
947-84-7031,C,Naypyitaw,Normal,Male,Electronic accessories,21.23,3.00,3.18,66.87,2019-09-26,17:03,Credit card,8.50,63.69,September,Thursday,17,19.107,3.1845,82.797
619-13-9472,A,Yangon,Normal,Male,Sports and travel,81.48,4.00,16.30,342.22,2019-09-27,08:06,Cash,7.50,325.92,September,Friday,8,97.776,16.296,423.696
294-76-1666,A,Yangon,Normal,Female,Electronic accessories,34.82,1.00,1.74,36.56,2019-09-28,09:08,Cash,9.40,34.82,September,Saturday,9,10.446,1.741,45.266
192-41-7777,A,Yangon,Member,Female,Health and Beauty,88.94,9.00,40.02,840.48,2019-09-29,20:34,Ewallet,8.90,800.46,September,Sunday,20,240.138,40.023,1040.598
150-28-8956,B,Mandalay,Normal,Female,Baby care,94.96,8.00,37.98,797.66,2019-09-30,15:23,Credit card,8.50,759.68,September,Monday,15,227.904,37.984,987.584
104-91-5777,A,Yangon,Member,Female,Electronic accessories,23.39,2.00,2.34,49.12,2019-10-01,10:35,Cash,4.30,46.78,October,Tuesday,10,14.034,2.339,60.814
928-31-7981,C,Naypyitaw,Member,Female,Health and Beauty,51.64,8.00,20.66,433.78,2019-10-02,09:51,Ewallet,4.00,413.12,October,Wednesday,9,123.936,20.656,537.056
612-14-7376,B,Mandalay,Normal,Female,Fashion accessories,98.29,7.00,34.40,722.43,2019-10-03,18:42,Cash,5.30,688.03,October,Thursday,18,206.409,34.4015,894.439
623-55-3593,C,Naypyitaw,Normal,Female,Home and lifestyle,53.51,6.00,16.05,337.11,2019-10-04,18:31,Cash,8.00,321.06,October,Friday,18,96.318,16.053,417.378
177-54-8240,A,Yangon,Normal,Male,Sports and travel,87.72,1.00,4.39,92.11,2019-10-05,16:17,Credit card,6.50,87.72,October,Saturday,16,26.316,4.386,114.036
893-56-6240,A,Yangon,Member,Female,Health and Beauty,62.99,7.00,22.05,462.98,2019-10-06,19:59,Credit card,6.40,440.93,October,Sunday,19,132.279,22.0465,573.209
313-65-7493,A,Yangon,Normal,Female,Electronic accessories,43.78,7.00,15.32,321.78,2019-10-07,20:15,Cash,9.30,306.46,October,Monday,20,91.938,15.323,398.398
206-72-5143,B,Mandalay,Normal,Female,Sports and travel,35.72,9.00,16.07,337.55,2019-10-08,10:46,Cash,9.40,321.48,October,Tuesday,10,96.444,16.074,417.924
672-90-2276,C,Naypyitaw,Member,Male,Home and lifestyle,28.29,1.00,1.41,29.70,2019-10-09,18:58,Credit card,9.50,28.29,October,Wednesday,18,8.487,1.4145,36.777
791-88-1302,B,Mandalay,Normal,Male,Fashion accessories,78.56,2.00,7.86,164.98,2019-10-10,11:36,Ewallet,5.90,157.12,October,Thursday,11,47.136,7.856,204.256
738-65-9717,B,Mandalay,Member,Female,Baby care,44.79,9.00,20.16,423.27,2019-10-11,08:38,Credit card,8.10,403.11,October,Friday,8,120.933,20.1555,524.043
573-37-9150,A,Yangon,Normal,Female,Sports and travel,56.01,9.00,25.20,529.29,2019-10-12,17:47,Cash,5.60,504.09,October,Saturday,17,151.227,25.2045,655.317
177-97-1364,B,Mandalay,Member,Female,Baby care,54.31,6.00,16.29,342.15,2019-10-13,14:40,Ewallet,5.10,325.86,October,Sunday,14,97.758,16.293,423.618
765-23-6126,B,Mandalay,Normal,Male,Health and Beauty,61.96,6.00,18.59,390.35,2019-10-14,11:29,Cash,5.10,371.76,October,Monday,11,111.528,18.588,483.288
102-32-3797,A,Yangon,Normal,Male,Home and lifestyle,87.90,4.00,17.58,369.18,2019-10-15,13:10,Ewallet,6.10,351.6,October,Tuesday,13,105.48,17.58,457.08
462-27-8673,B,Mandalay,Member,Female,Electronic accessories,98.27,4.00,19.65,412.73,2019-10-16,09:43,Cash,6.60,393.08,October,Wednesday,9,117.924,19.654,511.004
905-24-9152,A,Yangon,Member,Male,Home and lifestyle,46.68,5.00,11.67,245.07,2019-10-17,19:29,Ewallet,9.00,233.4,October,Thursday,19,70.02,11.67,303.42
730-37-9905,A,Yangon,Normal,Female,Home and lifestyle,84.48,3.00,12.67,266.11,2019-10-18,11:17,Ewallet,4.70,253.44,October,Friday,11,76.032,12.672,329.472
138-66-2296,A,Yangon,Member,Male,Food and beverages,78.81,1.00,3.94,82.75,2019-10-19,17:52,Cash,8.40,78.81,October,Saturday,17,23.643,3.9405,102.453
330-95-8641,A,Yangon,Member,Male,Home and lifestyle,61.62,1.00,3.08,64.70,2019-10-20,14:00,Ewallet,7.20,61.62,October,Sunday,14,18.486,3.081,80.106
225-53-5632,B,Mandalay,Member,Female,Home and lifestyle,96.04,7.00,33.61,705.89,2019-10-21,17:25,Credit card,5.70,672.28,October,Monday,17,201.684,33.614,873.964
244-22-7168,A,Yangon,Member,Female,Sports and travel,28.04,1.00,1.40,29.44,2019-10-22,14:25,Cash,7.00,28.04,October,Tuesday,14,8.412,1.402,36.452
679-19-9258,A,Yangon,Normal,Female,Electronic accessories,19.83,1.00,0.99,20.82,2019-10-23,20:05,Credit card,5.80,19.83,October,Wednesday,20,5.949,0.9915,25.779
332-27-7371,B,Mandalay,Normal,Female,Sports and travel,86.86,3.00,13.03,273.61,2019-10-24,13:43,Cash,7.60,260.58,October,Thursday,13,78.174,13.029,338.754
210-95-8943,B,Mandalay,Member,Male,Sports and travel,49.52,4.00,9.90,207.98,2019-10-25,15:23,Ewallet,6.60,198.08,October,Friday,15,59.424,9.904,257.504
468-92-3472,C,Naypyitaw,Member,Male,Health and Beauty,86.23,4.00,17.25,362.17,2019-10-26,13:18,Ewallet,5.00,344.92,October,Saturday,13,103.476,17.246,448.396
712-15-3739,B,Mandalay,Member,Male,Sports and travel,90.38,2.00,9.04,189.80,2019-10-27,12:17,Ewallet,4.70,180.76,October,Sunday,12,54.228,9.038,234.988
381-73-2761,B,Mandalay,Member,Female,Food and beverages,15.62,1.00,0.78,16.40,2019-10-28,12:29,Cash,7.30,15.62,October,Monday,12,4.686,0.781,20.306
542-65-1876,C,Naypyitaw,Normal,Male,Food and beverages,89.51,3.00,13.43,281.96,2019-10-29,16:41,Credit card,9.40,268.53,October,Tuesday,16,80.559,13.4265,349.089
840-42-2460,B,Mandalay,Normal,Female,Baby care,50.35,4.00,10.07,211.47,2019-10-30,08:09,Credit card,6.10,201.4,October,Wednesday,8,60.42,10.07,261.82
761-30-2733,B,Mandalay,Member,Male,Health and Beauty,55.94,3.00,8.39,176.21,2019-10-31,12:11,Cash,8.40,167.82,October,Thursday,12,50.346,8.391,218.166
681-13-7986,B,Mandalay,Member,Female,Baby care,66.39,8.00,26.56,557.68,2019-11-01,13:29,Cash,8.00,531.12,November,Friday,13,159.336,26.556,690.456
